treat,age,hisp,black,married,educ,nodegr,re19,re20,re22
0,27,0,1,1,7.0,0,55907,55411,40806
0,57,1,0,0,11.8,0,58394,59976,44391
0,55,0,0,1,7.0,0,40575,40842,41339
1,63,0,0,0,10.0,0,28840,28474,40295
1,18,1,1,1,12.8,1,44954,45378,44046
0,52,0,1,0,10.0,0,42600,43354,47560
0,34,0,0,1,13.0,0,23598,25315,40103
0,56,0,1,0,11.0,0,41236,41678,36363
1,64,1,1,0,6.8,0,29625,28998,52792
1,59,0,0,0,10.0,0,33058,33047,36524
1,18,0,0,1,10.0,0,50996,50886,43603
0,27,0,0,1,11.0,1,57416,55006,44814
1,18,0,0,1,10.0,1,57900,59521,44787
0,53,0,1,0,11.0,0,44314,45395,39510
1,20,1,0,1,8.8,0,50850,52084,43989
1,38,1,0,0,12.8,0,27895,26906,43844
1,40,1,1,0,7.8,0,57126,56609,43138
0,23,0,1,0,11.0,1,30661,32359,33281
0,39,0,0,1,8.0,0,30894,29494,36244
0,50,0,1,1,7.0,0,21321,22051,38531
1,62,0,0,0,9.0,0,54298,53317,45884
0,36,0,0,1,13.0,0,47426,49563,44677
1,32,0,0,0,13.0,0,43947,42427,41362
1,46,0,0,0,13.0,0,39340,40634,38641
1,42,0,0,0,12.0,0,42430,40094,46694
1,38,0,0,1,13.0,1,26510,25051,47504
1,40,1,0,0,6.8,0,44119,43829,42791
0,54,0,1,0,9.0,1,44533,44912,36554
1,21,0,0,1,8.0,0,51768,50897,44022
0,45,0,0,0,7.0,0,28745,29124,38138
1,35,0,0,1,11.0,0,20714,20212,46367
0,24,1,0,0,7.8,0,51102,51658,42511
1,19,0,1,1,11.0,0,33335,33463,38026
1,56,1,0,0,10.8,0,30105,30831,44909
1,55,0,0,0,12.0,0,56310,55251,42032
0,49,1,0,1,11.8,0,58313,58379,41472
1,55,0,1,1,9.0,0,37353,37070,36552
0,45,0,1,1,13.0,0,37026,36907,37447
0,26,1,0,1,8.8,0,33127,32816,35007
0,44,1,0,1,9.8,0,59578,60982,48927
0,37,0,1,1,12.0,0,26755,26173,45033
0,62,0,1,0,13.0,0,41612,41453,47975
0,43,0,0,1,9.0,0,33589,33567,41959
0,19,1,0,1,10.8,1,24181,24386,45270
1,61,1,1,0,9.8,0,56808,55797,50118
0,19,0,0,1,11.0,0,38579,36995,41592
0,49,1,1,0,7.8,0,55121,57425,41286
0,59,0,1,0,13.0,0,52033,52849,45312
0,33,1,0,1,8.8,0,37076,38398,41858
0,45,0,0,1,13.0,0,58537,58785,40802
0,53,0,1,1,13.0,0,26927,26948,45246
1,18,0,0,0,8.0,0,35298,34954,44640
1,58,0,0,0,9.0,0,49634,47347,48853
0,25,1,0,1,10.8,0,54464,53726,43571
0,60,0,1,0,11.0,0,53610,53887,45026
1,53,0,0,0,9.0,0,27275,28054,38461
0,32,0,0,1,8.0,0,59753,60317,37698
1,34,1,0,1,11.8,0,57182,55155,39621
0,29,1,1,1,10.8,1,25460,26290,42375
1,24,0,0,1,11.0,0,27292,27783,42197
0,29,0,0,0,7.0,1,52909,53350,40866
1,36,1,1,1,8.8,0,46352,47371,45071
0,41,0,0,1,13.0,0,43489,44261,47994
0,32,0,0,0,13.0,0,50602,49625,44781
1,20,0,1,1,9.0,0,48326,47061,38104
1,64,1,0,0,10.8,0,42449,41628,40486
1,31,0,0,1,11.0,0,48201,47141,45844
1,39,1,0,1,12.8,0,30729,29336,47709
0,41,0,0,1,8.0,0,25804,25576,38862
1,57,0,0,0,13.0,0,42416,43949,39947
0,63,0,0,0,8.0,0,22283,23563,37625
1,41,0,1,0,7.0,0,27576,29469,37272
1,44,0,0,1,7.0,0,22530,21260,45034
1,28,1,0,0,10.8,0,55244,54254,39858
0,30,0,0,1,9.0,0,35338,36645,46272
1,58,1,0,0,12.8,0,31670,31455,37089
1,42,0,0,1,13.0,0,27216,26350,42537
0,26,1,1,1,11.8,0,57813,57043,42682
1,32,1,0,0,10.8,0,25578,23236,38856
0,55,0,0,1,12.0,0,40256,40534,36230
0,62,1,0,0,8.8,0,57437,57408,44657
1,20,1,0,1,8.8,0,58519,58845,34035
1,38,0,1,0,13.0,0,59889,59388,45808
1,19,0,1,1,13.0,0,32153,33238,39085
0,33,0,0,1,8.0,0,20067,20250,41254
0,64,0,0,0,7.0,0,42822,43195,41842
0,43,0,1,1,12.0,0,22873,22970,37910
1,62,0,0,0,9.0,0,50530,49699,47235
0,20,1,0,1,12.8,1,45423,45144,46770
1,63,1,0,0,11.8,0,48338,47001,48188
1,63,1,1,0,8.8,0,46499,46584,43603
0,37,0,1,1,12.0,0,24787,25710,47696
1,52,0,0,0,8.0,0,59362,61113,50457
0,36,0,1,1,9.0,0,26859,28562,38697
0,51,0,0,0,10.0,0,34150,34894,44339
0,32,0,0,1,8.0,0,20974,20769,33826
1,26,0,0,1,11.0,0,27281,25794,46013
0,43,0,0,0,13.0,0,55818,56240,42432
1,61,0,0,0,13.0,0,20648,20870,54284
0,26,1,0,0,11.8,0,45106,44557,46635
0,53,1,1,1,12.8,0,53934,52392,43293
0,19,0,0,1,7.0,1,33658,34033,38327
0,64,0,0,0,8.0,0,59497,59712,37906
1,23,0,1,1,11.0,1,57532,57810,35107
1,49,0,0,1,8.0,0,24111,24096,41196
1,48,0,0,0,12.0,0,31669,31554,44312
0,31,1,0,0,8.8,0,54574,56801,38852
1,25,0,0,1,8.0,1,44171,43404,42951
1,40,0,1,1,8.0,0,48701,48971,43442
0,54,0,1,1,8.0,0,48745,49823,43706
0,58,1,0,0,8.8,0,44215,42784,41266
1,21,0,0,1,9.0,0,36089,36860,46200
0,42,0,0,0,11.0,0,29286,30174,39046
0,47,0,1,0,9.0,0,52995,53633,36255
0,22,0,1,1,12.0,1,23260,23681,41003
0,32,0,0,0,12.0,0,25774,24792,29730
0,49,0,1,1,11.0,0,40179,40203,37563
1,44,0,0,1,9.0,1,21330,21673,43692
1,55,0,0,0,13.0,0,35993,36749,44060
1,48,0,0,0,11.0,0,39920,38271,47445
0,52,1,0,1,7.8,0,54474,52719,40219
1,64,0,1,0,13.0,0,47518,46570,43694
0,31,0,1,1,8.0,0,27400,26655,34592
1,36,0,1,1,12.0,0,34296,33439,46795
0,60,0,0,0,12.0,0,44107,44101,33748
1,30,0,1,0,13.0,0,25307,22978,42311
0,52,1,0,0,12.8,0,20865,20512,47350
0,42,1,0,0,6.8,0,46880,49090,34505
1,33,0,1,1,12.0,0,53247,53710,40187
1,57,0,1,0,10.0,0,24043,22727,48086
1,20,0,1,0,9.0,0,51109,51020,47671
1,42,0,0,0,10.0,0,21220,19949,36134
0,37,1,0,1,11.8,1,48893,49318,39110
1,22,0,0,0,9.0,0,35308,34931,43884
1,55,0,1,0,8.0,0,56010,56294,42580
0,43,0,1,0,12.0,0,59033,57926,34541
1,55,0,0,1,11.0,0,20564,21499,40425
0,19,0,0,1,13.0,0,28594,28393,41206
1,29,0,0,1,8.0,0,35784,36064,41125
0,44,0,0,1,7.0,0,41619,42394,42037
0,50,1,1,0,7.8,0,59938,61519,37182
1,28,0,1,1,13.0,0,56160,55972,45931
0,62,0,0,0,13.0,0,38629,40283,43389
1,44,0,1,0,11.0,0,24755,23990,45573
0,23,0,1,1,8.0,0,38308,38826,43188
0,19,1,0,1,12.8,1,49416,48656,41758
1,33,1,0,1,12.8,0,54872,54491,39028
0,45,0,1,1,7.0,0,24837,23984,44121
0,36,0,0,1,8.0,0,21969,22532,46485
0,34,0,0,0,11.0,0,38859,39275,43200
1,34,0,1,1,7.0,0,59407,59777,27087
0,44,1,0,0,8.8,0,50462,50423,42552
0,49,1,0,1,7.8,0,40396,37803,36417
0,20,1,0,1,10.8,0,40990,39935,44843
0,26,0,0,1,12.0,0,40514,40886,49740
0,64,1,0,1,6.8,0,46400,45414,29862
0,38,0,0,1,10.0,0,48892,48761,31908
1,53,0,0,1,7.0,0,36541,37545,34452
1,63,0,1,0,8.0,0,35413,34897,49688
0,25,0,0,1,8.0,1,29578,30376,38471
0,34,0,0,1,11.0,1,37717,34777,37241
1,57,1,0,1,6.8,0,29987,27526,44150
0,37,0,0,0,10.0,0,50092,49824,44497
0,54,0,1,1,7.0,0,20199,20940,44525
0,32,0,0,1,11.0,0,22362,23498,46968
0,26,1,0,0,7.8,0,50574,49840,35339
0,41,0,1,1,10.0,0,46439,44476,48910
1,62,1,0,0,11.8,0,33550,33207,52911
0,28,0,1,1,11.0,0,46404,45735,44276
0,26,0,0,1,13.0,0,21494,19939,43877
0,23,0,0,1,13.0,0,31316,30387,38591
1,40,1,1,0,7.8,0,34304,33669,44038
1,60,1,0,0,8.8,0,26240,23363,43922
0,20,0,0,1,10.0,1,28514,26094,36812
0,59,0,0,1,9.0,0,23455,24363,37408
1,21,0,0,0,11.0,0,47087,47738,44035
1,19,0,1,1,8.0,1,21200,20877,42972
0,53,1,0,0,10.8,0,47283,47753,37947
0,41,1,0,1,9.8,0,50826,50182,42010
0,53,0,1,0,13.0,1,55966,55120,40879
0,29,0,0,1,10.0,1,35559,36993,39544
0,30,0,1,1,8.0,0,21538,21050,42423
1,61,0,1,1,7.0,0,36096,36207,40360
1,44,1,0,1,11.8,0,27952,29383,43701
1,27,1,0,1,6.8,0,25846,25949,46598
1,24,1,1,1,6.8,0,47145,47500,37433
0,42,0,1,1,7.0,0,26685,26129,43488
1,32,1,0,1,7.8,0,49388,49227,42865
0,22,0,0,1,11.0,1,50831,50022,36799
0,51,0,0,0,11.0,0,45027,43760,45697
0,31,0,0,0,8.0,0,55835,56399,37080
1,23,0,1,1,10.0,0,39286,38373,43432
1,64,1,0,0,7.8,0,49700,51540,44253
0,47,0,0,0,7.0,0,27543,26898,40010
0,60,1,0,0,6.8,0,38382,38566,42388
0,59,0,0,1,13.0,0,23586,25046,49756
1,23,1,1,1,8.8,1,57910,58093,48155
1,40,0,1,1,10.0,0,56832,56793,37229
1,59,1,1,0,8.8,0,24702,23904,47238
1,34,0,0,0,12.0,0,38895,40487,48801
0,43,0,1,1,13.0,0,47221,46894,49378
1,44,1,0,0,9.8,0,57454,57329,43624
1,23,0,0,1,13.0,0,37067,37059,40416
1,43,0,0,1,13.0,0,36617,36550,37492
1,38,1,0,0,10.8,0,58164,57107,44613
0,26,0,0,1,12.0,0,46636,47457,40032
1,40,1,1,0,7.8,0,56900,58860,50861
1,23,0,1,1,7.0,0,53609,53257,38065
1,48,0,0,1,11.0,0,28527,28397,39491
0,20,0,0,1,9.0,0,36199,36724,37282
1,53,0,1,0,7.0,0,24689,23593,41570
0,62,0,1,0,11.0,0,51758,52280,33765
1,64,1,1,1,10.8,0,23736,24350,48707
0,62,0,1,0,13.0,0,45788,45376,40660
1,37,0,0,1,13.0,1,43081,42783,48030
1,49,0,0,0,10.0,0,52336,51232,45437
1,28,0,0,1,11.0,0,42869,45196,43575
1,40,0,0,1,12.0,0,46902,47584,42628
1,24,1,0,1,10.8,0,58638,58334,42897
1,35,0,1,1,8.0,0,44200,45327,44821
0,34,0,0,1,9.0,0,36559,37829,38546
0,21,0,0,0,7.0,0,55736,57113,39371
1,31,0,1,1,12.0,0,32607,32026,42775
1,54,1,0,0,12.8,0,35729,35801,40749
1,41,0,1,0,11.0,0,49488,49874,47325
0,63,0,0,0,7.0,0,45989,45106,40618
0,32,0,0,0,13.0,0,28224,28826,41596
0,37,0,0,1,7.0,0,33122,33299,39367
0,49,1,1,1,7.8,0,26241,27226,43639
1,26,1,0,0,8.8,0,27731,28883,36381
0,28,0,1,1,7.0,0,29901,29809,41159
1,47,0,0,0,11.0,0,57961,58487,45751
0,63,0,0,0,11.0,0,58253,57327,42838
0,57,0,0,1,7.0,0,31888,30603,46634
0,25,0,0,0,11.0,1,33121,32363,45304
0,37,1,0,0,12.8,0,49586,49728,41590
1,33,1,0,0,6.8,0,48200,47699,41931
1,31,0,1,0,7.0,0,45804,46496,35846
1,20,1,1,1,11.8,0,51771,50389,43094
0,52,0,1,1,9.0,0,35435,35030,40123
1,53,1,1,0,11.8,0,27576,26035,38504
1,64,0,0,0,10.0,0,28717,28194,53188
1,58,0,1,0,12.0,0,24172,26062,44528
0,19,0,0,1,12.0,1,35966,34534,40786
0,59,1,1,0,10.8,0,37327,36621,37776
0,34,0,0,0,8.0,0,57764,57208,49252
0,46,0,0,0,10.0,0,52541,54457,45011
0,19,0,0,1,7.0,1,28209,28422,38406
1,30,1,0,1,6.8,1,24468,27040,45598
0,57,0,0,0,11.0,0,48041,47958,45245
0,54,0,0,1,8.0,0,38170,40221,36880
1,63,0,1,0,13.0,0,52133,53403,48276
0,62,1,0,0,6.8,0,53659,53921,42122
0,33,0,0,1,10.0,0,26666,27253,39605
0,63,1,1,1,9.8,0,55169,56128,41409
1,41,0,1,0,8.0,0,53371,52875,44546
1,33,0,0,1,13.0,0,26279,25601,43288
0,53,0,0,0,10.0,0,21289,22664,46741
0,52,1,0,1,9.8,0,39235,39943,39596
1,36,0,1,0,12.0,0,52651,54694,46293
1,43,1,0,1,7.8,0,51487,50406,41904
0,24,1,1,1,10.8,0,29741,31007,35626
1,34,0,1,0,11.0,0,44494,43446,43589
0,20,0,1,0,12.0,1,58730,58925,37636
1,37,0,1,1,8.0,0,25462,27047,36498
0,49,1,0,1,6.8,0,35675,34157,43853
0,18,0,0,1,7.0,0,58861,57322,40440
0,21,0,0,1,12.0,0,45446,43908,37392
0,31,0,0,1,11.0,0,26569,25063,39756
1,45,0,0,1,13.0,0,53002,53948,48620
0,37,0,0,1,7.0,0,23310,24030,39777
0,24,0,0,1,11.0,0,26730,27441,41582
0,43,0,0,0,13.0,0,58874,58817,43663
1,47,0,0,1,11.0,0,20055,20624,40680
1,19,0,1,0,9.0,1,25389,24013,37525
1,53,0,0,0,8.0,0,46525,47050,42265
0,49,0,1,1,7.0,0,36387,36815,43509
0,40,0,1,0,8.0,0,40344,40431,44602
1,33,0,1,1,8.0,1,59777,59085,42450
1,53,0,0,0,8.0,0,38047,39094,40358
1,21,0,1,1,9.0,0,40295,40513,42461
1,44,0,1,0,10.0,0,58253,58132,42825
0,61,1,0,0,11.8,0,27353,27114,40307
1,53,0,0,1,8.0,0,28223,30506,37840
1,59,0,0,0,10.0,0,35828,36095,48976
0,44,0,0,1,9.0,0,39836,41323,35646
0,45,1,1,0,7.8,0,46130,45849,39041
1,44,1,1,1,6.8,0,54985,53383,46693
0,51,0,1,1,8.0,0,40234,39531,43417
1,26,0,0,1,13.0,0,41259,38524,40533
1,60,0,0,0,8.0,0,35655,37559,39218
0,33,0,0,0,12.0,0,27379,26328,38843
1,32,0,1,1,13.0,0,55492,55648,42671
1,41,0,1,1,10.0,0,41434,42594,52694
1,59,0,1,0,7.0,0,52547,51811,42416
1,29,1,0,1,11.8,1,59689,57769,44948
1,43,1,0,0,9.8,0,32879,33571,37110
0,35,1,0,0,10.8,0,55317,55587,38451
0,29,0,1,1,8.0,1,22347,22458,44308
0,29,1,0,1,7.8,1,35659,35013,39695
1,41,1,0,0,8.8,0,52856,52569,42211
1,45,0,0,1,11.0,0,47994,46017,52156
1,44,0,0,1,10.0,0,51508,51947,44362
0,53,0,1,0,12.0,0,53957,53484,40026
0,18,0,0,1,8.0,1,36469,34263,40539
0,48,0,0,0,13.0,0,32654,33051,41722
0,34,0,0,1,13.0,0,47554,45965,37667
0,44,1,1,0,9.8,0,49433,49878,47690
0,41,0,0,1,9.0,0,44870,45671,43046
0,35,1,0,1,10.8,0,24638,25465,46533
0,38,1,0,1,6.8,0,40803,41472,41378
1,42,0,0,1,11.0,0,29980,31227,40447
0,52,1,1,1,7.8,0,59050,60160,37388
0,47,1,0,0,7.8,0,54931,53401,42650
0,43,1,0,0,12.8,0,29672,32010,34958
0,22,0,0,1,13.0,1,24434,22855,33906
1,20,0,0,1,10.0,0,53832,52909,46144
1,25,0,0,1,13.0,0,43861,43197,38965
1,53,1,1,1,11.8,0,25981,24479,37279
0,23,0,0,1,7.0,0,24406,25459,42094
0,57,0,0,0,10.0,0,55816,55053,46310
0,49,0,0,0,11.0,0,37341,38228,38960
1,58,0,1,0,11.0,0,22973,23283,41390
0,56,0,1,0,12.0,0,49677,49472,52763
0,53,0,0,0,8.0,0,44082,44376,38616
0,36,0,0,1,8.0,1,34249,34072,29348
0,27,0,0,1,10.0,0,58664,59241,40053
0,46,0,1,1,7.0,0,41099,40702,42361
0,24,1,0,1,10.8,1,59607,59622,42927
1,44,0,0,1,9.0,0,24808,25809,41280
0,54,0,0,0,11.0,0,52047,53249,46789
0,48,0,1,1,12.0,0,28534,28409,39169
0,26,0,1,1,8.0,0,58137,58436,40583
1,33,1,0,1,8.8,0,51262,51869,34667
1,54,0,0,1,9.0,0,30503,28695,51503
1,22,0,1,1,12.0,0,38294,38445,43501
1,42,0,0,1,11.0,0,49128,49190,44074
0,41,1,0,1,7.8,0,37383,36331,34774
1,41,1,1,1,6.8,0,39976,39589,47814
0,23,1,0,1,12.8,0,21700,22347,40250
1,48,0,0,1,13.0,0,53636,52936,42431
1,20,0,0,1,11.0,0,33625,34610,40482
1,25,1,0,1,7.8,0,29369,31230,41035
1,52,0,1,0,10.0,0,26130,26000,34272
1,49,1,0,1,10.8,0,30579,29780,43784
1,59,1,1,0,12.8,0,44833,46014,44294
0,51,1,0,0,6.8,0,24422,24145,36180
1,41,0,0,0,7.0,0,42195,41932,43770
0,21,0,0,1,9.0,0,34503,34982,41593
1,55,0,1,0,7.0,0,46224,45545,47310
1,39,1,1,0,10.8,0,54967,54399,45256
0,24,1,0,0,10.8,0,22364,22055,44912
0,63,0,0,0,9.0,0,58572,58510,38110
1,41,0,0,0,10.0,0,37663,37783,37700
0,49,0,0,0,7.0,0,26660,27298,40099
0,21,1,0,1,12.8,1,47323,47541,46438
1,18,0,0,1,13.0,0,52166,51406,43626
0,28,1,0,1,12.8,0,34840,36285,37027
1,31,1,0,1,8.8,0,57318,57391,41531
0,44,0,0,0,7.0,0,29086,28239,39336
0,28,0,0,1,11.0,0,36259,36505,41513
1,55,0,0,0,13.0,0,45576,45002,39847
1,51,0,0,0,10.0,0,52901,51062,45638
1,47,1,1,0,6.8,0,24668,24977,39681
1,24,0,0,1,8.0,0,29507,30632,42085
0,42,0,1,1,7.0,1,35170,34396,41767
1,19,0,0,0,13.0,0,53438,52965,48262
0,30,0,0,0,9.0,0,44520,43339,44597
0,40,1,1,1,11.8,0,59940,59233,46981
1,38,0,0,1,13.0,0,52918,52201,41949
1,28,1,0,0,10.8,0,47691,49144,37077
0,39,1,1,0,8.8,0,28043,31137,38750
0,46,1,0,1,7.8,0,24835,25115,44802
0,50,0,1,0,7.0,0,23012,24297,32489
0,46,0,1,0,13.0,0,44716,44425,41891
0,53,0,0,0,13.0,0,53678,55202,46405
1,63,0,1,0,9.0,0,40042,40496,50078
0,20,1,0,1,6.8,1,55715,54161,38658
1,19,0,1,1,9.0,0,37587,37092,40729
0,38,0,0,1,8.0,0,45270,46753,42717
1,48,0,1,1,9.0,0,56697,57518,35990
1,57,0,0,0,12.0,0,45815,46070,41599
1,50,1,1,1,8.8,0,49515,50460,48613
1,30,1,0,1,7.8,0,22666,22616,41732
1,60,0,1,0,12.0,0,41255,42277,40262
1,53,0,0,0,9.0,0,55507,55763,43965
1,54,1,0,1,7.8,0,48348,48405,45202
1,23,0,0,1,8.0,0,36073,36431,39176
1,20,0,1,1,10.0,0,46948,47456,46313
1,50,0,0,0,12.0,0,59772,58264,43198
0,35,0,0,0,12.0,0,49879,50967,41558
0,43,1,0,1,12.8,0,25205,23558,42436
0,48,0,0,1,12.0,0,33091,32632,37843
0,64,0,0,1,10.0,0,32346,32453,37418
0,47,1,0,0,9.8,1,58217,55897,33555
0,41,0,0,1,11.0,0,33876,34389,39436
0,44,0,0,0,13.0,0,27261,29864,42601
0,20,1,1,1,12.8,0,41517,39429,34149
1,51,0,0,1,9.0,0,25402,25587,42395
1,37,0,1,1,13.0,0,25901,26383,40286
0,53,0,0,0,12.0,0,55734,56133,39329
0,51,1,1,0,9.8,0,27326,26209,42053
0,43,0,0,0,8.0,0,26182,27160,32698
0,43,1,0,0,12.8,0,46594,46137,37110
0,34,0,0,1,11.0,0,45766,44677,41756
1,22,0,0,1,7.0,0,55542,56435,36825
1,59,1,0,1,6.8,0,37268,36810,39806
1,56,1,0,0,10.8,0,27330,28316,44118
0,61,0,1,0,12.0,0,31485,31726,41538
0,42,0,1,1,12.0,0,38865,38101,41763
0,19,0,0,1,12.0,0,45891,45549,45293
1,40,0,1,0,9.0,0,52844,51770,34737
0,56,0,1,0,8.0,0,56525,55930,41690
0,25,0,1,1,12.0,0,41449,40168,34162
0,55,1,0,1,8.8,0,28497,29626,40427
0,41,0,0,0,13.0,0,46150,45023,50334
0,33,0,0,1,12.0,0,44534,44783,47925
1,54,0,0,0,10.0,0,22124,22318,45939
0,39,0,0,0,8.0,1,53727,55187,40003
1,28,0,0,1,12.0,0,42468,42563,48867
1,26,0,0,1,9.0,0,49687,49811,38579
0,48,0,0,0,11.0,0,33828,35637,39855
0,36,0,0,1,13.0,0,21671,21142,43536
1,60,0,1,0,9.0,0,54490,56095,49141
0,61,0,0,0,9.0,0,48949,49008,44639
1,47,0,0,0,9.0,0,37517,36653,48477
0,24,1,0,0,7.8,1,53110,52841,41900
1,37,1,0,1,9.8,1,55833,56099,49935
1,37,1,1,0,7.8,0,46912,48521,43654
1,57,0,0,0,13.0,0,53748,53769,44232
0,49,1,0,0,8.8,0,54464,53380,38238
0,51,1,0,0,10.8,0,46627,46536,44937
0,31,1,0,1,9.8,0,26740,26695,46214
1,43,1,1,0,10.8,0,53275,52718,41704
1,40,1,1,0,12.8,0,30663,31266,33431
0,57,0,1,0,9.0,0,33001,32982,47362
1,19,0,0,0,11.0,0,57261,57816,38132
0,52,0,0,0,7.0,0,56202,56382,40027
0,48,0,0,1,9.0,0,24570,25027,41367
0,62,0,1,0,13.0,0,54698,56043,41079
1,56,1,1,0,9.8,0,57666,57559,45466
0,34,0,0,1,9.0,0,42723,43740,34383
0,45,0,0,0,11.0,0,27172,26245,47434
0,29,1,0,1,11.8,0,41523,43003,44293
1,57,0,1,0,8.0,0,37102,37672,34461
0,51,1,0,0,8.8,0,49515,47939,42571
0,26,0,0,1,11.0,0,36772,36184,44741
0,27,1,0,1,8.8,0,27641,28433,43997
1,27,1,0,1,7.8,0,25164,25666,46559
1,22,0,0,1,7.0,0,43328,42636,37405
1,18,0,0,1,9.0,1,21277,21454,34592
1,44,0,1,1,8.0,0,58668,58393,42820
0,38,0,0,1,13.0,0,32008,32070,47272
1,38,1,0,0,11.8,0,45104,45054,41134
0,54,0,0,0,12.0,0,42944,42925,46135
0,34,1,1,0,7.8,0,53230,53649,36726
1,33,1,1,1,11.8,0,59238,58516,40165
0,56,1,0,1,9.8,0,41284,40631,43695
0,27,0,0,0,11.0,0,29405,29638,45497
1,30,1,0,1,10.8,0,32863,31270,41386
0,63,1,0,0,12.8,0,29109,28264,45253
0,62,1,0,0,10.8,0,55673,55830,46092
1,42,0,0,0,10.0,0,55332,54761,40430
0,32,1,1,1,10.8,0,36995,36828,42774
1,58,1,0,0,9.8,0,44789,45692,46339
1,43,0,0,0,11.0,0,50443,52020,37237
0,48,0,0,0,7.0,0,53529,53614,42511
0,30,0,0,0,10.0,0,47728,49830,45226
1,38,0,0,1,9.0,0,31134,29185,43448
0,58,0,0,1,10.0,0,45746,45200,40511
1,45,0,1,0,12.0,0,34097,33348,37752
1,28,0,0,1,8.0,0,33310,33761,42406
0,18,0,0,1,11.0,0,31735,31200,33921
1,57,0,0,0,9.0,0,49632,50768,49360
1,40,0,0,0,10.0,0,39481,39162,39458
1,37,0,0,1,12.0,0,54066,52632,45949
1,46,1,1,0,10.8,0,54360,55503,40167
0,22,1,0,1,8.8,0,22772,25474,46678
0,29,0,0,0,7.0,0,48627,48017,42280
1,50,0,0,1,12.0,0,36667,36622,46512
0,46,0,0,1,13.0,0,22587,22694,47665
0,42,1,1,1,11.8,0,34628,34894,46534
1,32,1,1,1,9.8,0,27795,27990,44582
0,45,0,1,0,11.0,0,58413,56972,38863
0,32,0,0,0,13.0,0,42053,43601,42784
0,25,0,1,1,10.0,0,24801,23789,35777
1,31,0,1,1,13.0,0,55859,55936,42799
1,31,0,0,1,10.0,0,36653,36573,39274
0,56,1,0,0,6.8,0,30658,31105,47767
1,37,1,0,1,12.8,0,46396,44948,45303
0,25,0,0,1,13.0,0,59305,59331,36915
0,57,0,0,1,7.0,0,51973,50327,44027
1,18,1,1,1,6.8,1,50047,50152,38886
0,55,0,0,0,10.0,0,59547,59950,39794
1,46,0,1,1,10.0,0,55796,55034,43335
0,59,0,1,0,10.0,0,57769,57692,38417
0,55,1,0,0,9.8,0,27744,28167,46447
1,58,1,0,1,8.8,0,44383,42447,45589
1,29,1,0,1,10.8,0,45545,45849,43192
0,35,0,0,1,8.0,0,49435,47888,35228
1,38,0,0,1,12.0,0,25764,25011,49765
1,63,0,1,1,13.0,0,33302,32979,39989
0,19,1,0,1,10.8,0,31035,32699,39139
1,31,0,1,1,8.0,0,56630,56119,43457
1,57,0,0,1,8.0,0,45639,46748,38871
0,51,1,0,0,9.8,0,46760,45531,36426
0,34,0,0,0,10.0,0,53962,55300,37755
1,37,0,0,1,10.0,0,57217,58057,45511
1,61,0,0,0,9.0,0,22619,22507,48310
0,37,0,0,1,12.0,1,28583,28927,38615
1,29,1,0,1,9.8,0,45932,45310,45818
1,39,1,0,1,11.8,0,44019,43383,37612
1,39,1,0,1,8.8,1,53739,52106,48000
1,58,1,0,1,7.8,0,53096,55231,36176
1,21,0,0,1,12.0,0,33216,33596,52822
0,59,0,1,0,11.0,0,46926,48008,43104
1,35,1,0,1,12.8,0,34997,36866,43063
1,55,0,0,1,7.0,0,36001,37182,45499
0,29,1,0,0,6.8,1,46919,47932,47153
0,52,0,1,1,13.0,0,40824,42489,37655
1,56,0,1,0,11.0,0,49464,48608,49804
0,40,0,0,1,13.0,0,50678,49997,43694
1,23,0,0,1,10.0,1,42697,43836,41354
0,23,0,0,1,10.0,0,21061,20337,40837
1,60,0,0,1,13.0,0,44315,42939,46398
0,27,0,0,1,8.0,0,20662,20094,37927
1,28,0,0,0,7.0,0,40812,40843,44687
1,29,0,0,1,12.0,0,34959,35389,42888
0,57,0,1,0,9.0,1,37475,37102,39321
0,45,0,0,0,11.0,0,22650,23612,41826
0,58,0,1,0,10.0,0,41490,40869,46645
0,25,0,0,1,13.0,0,44099,44110,38322
0,53,0,0,0,11.0,0,57335,57530,42880
1,21,0,1,1,10.0,0,52249,53629,47712
0,54,0,0,1,9.0,0,31869,30362,39730
0,25,0,0,1,12.0,1,31352,31653,46011
0,27,0,1,1,7.0,1,33666,31406,42119
0,44,0,0,1,9.0,0,41796,42604,39332
1,61,0,0,1,10.0,0,48398,49718,46219
1,24,1,1,1,12.8,0,25973,26805,45947
0,44,1,0,1,6.8,0,30857,30862,39538
0,51,0,1,0,7.0,0,52175,52900,36577
0,46,1,1,0,6.8,0,53011,53561,36245
1,41,0,0,0,11.0,0,21441,20826,50075
0,25,0,0,1,13.0,0,58829,57770,47108
1,59,0,1,0,13.0,0,47431,47471,42895
1,51,1,0,1,9.8,0,27386,28142,47594
0,45,0,0,1,10.0,1,38520,39274,45236
1,51,0,1,1,12.0,0,20108,20185,42851
1,50,0,1,0,13.0,0,37831,38576,47446
0,29,0,0,1,10.0,0,43164,44066,46070
0,37,0,0,1,11.0,0,42563,41048,35315
1,45,1,0,0,10.8,0,59221,58512,43973
1,53,0,0,1,12.0,0,47581,46399,47579
0,23,0,0,1,11.0,0,48721,49377,46676
1,59,1,0,0,6.8,0,26700,27063,40959
1,60,0,0,1,10.0,0,24545,23792,47453
1,64,0,0,0,12.0,0,23441,23213,51261
